name,n.male,n.female,beijing,tianjin,hebei,shanxi,neimenggu,liaoning,jilin,heilongjiang,shanghai,jiangsu,zhejiang,anhui,fujian,jiangxi,shandong,henan,hubei,hunan,guangdong,guangxi,hainan,chongqing,sichuan,guizhou,yunnan,xizang,shaanxi,gansu,qinghai,ningxia,xinjiang,others
菊香,1618,300734,393,219,2922,4186,936,1561,461,997,2616,16978,21233,14335,5765,34214,4956,8994,38386,65501,8981,4565,1368,4158,11865,4349,10759,12,6349,20375,874,1432,1938,674
兰芳,7565,294568,1679,1062,14191,5896,3352,2677,1852,3112,8567,60052,10896,16919,5957,8873,21057,14507,11877,10816,21501,15863,2793,2598,11274,1289,7147,13,9034,18647,1783,3683,2348,818
春林,246964,53418,3399,2104,13469,8534,6121,11107,7993,12190,2713,28511,7863,12765,5033,18213,7571,12308,17531,23588,10003,11053,500,10643,31458,6036,14088,30,5428,5813,1100,1005,1673,539
佳佳,62229,237038,1551,994,21046,11826,4350,4069,2328,3929,2151,26645,19058,29496,7433,8312,13007,51794,10904,8278,8570,5952,2853,6473,11624,13890,4358,18,9908,5995,173,1192,1227,373
德华,220237,78960,2503,2311,5825,2450,2934,7771,4847,7576,4112,22053,5731,18293,5840,10952,19396,12638,20777,19905,10943,9361,1153,16048,50900,15336,11602,20,3669,1669,332,426,1366,458
桂梅,840,297674,1670,1387,15423,20931,14085,20214,10950,13038,301,11674,2481,8076,5030,7755,22249,43214,15727,9604,20187,16672,5762,1174,1692,2364,4878,16,6725,7667,2593,2473,1860,642
恒,268293,29179,2444,1247,13585,7638,5429,8786,5775,5071,1256,17072,4435,20761,2547,6572,19158,36052,27656,12369,7760,11040,1119,6247,22045,13531,10777,42,19350,4661,314,967,1336,430
艳芳,2824,294276,2465,1557,25610,20859,8130,9810,7523,11224,782,5503,3306,9427,4566,8762,15171,42124,19277,20647,21815,16743,757,1004,3253,2104,12040,23,11324,7054,627,1612,1611,369
华英,5894,290633,581,457,2966,1231,360,971,580,1079,2930,13102,13012,15472,14666,35125,9644,4528,20797,29182,25331,14920,1112,12068,53235,10782,8796,23,1677,405,164,106,790,435
莉莉,614,295514,3461,2631,9847,7011,3327,9534,5965,9753,8784,25766,15724,30150,11632,8347,26880,37856,12731,5538,9928,8994,1272,2358,4644,2621,1143,27,14937,10372,516,1759,2166,583
凡,172974,122446,4711,2209,13805,7535,2642,6091,1782,2841,2770,24066,5541,20914,5952,11089,12113,22623,46116,15572,6181,4273,1451,5921,21515,4530,8567,35,25294,5034,282,1548,1987,599
力,243315,50347,7148,3316,10817,5625,4961,15932,11026,13396,4731,16597,10318,10960,3339,7278,10273,11953,29967,17015,8783,7359,1054,11637,26145,7632,5505,126,19579,4029,1426,2313,2916,506
硕,217681,75668,17470,5750,55202,3000,7060,23438,12780,12232,743,17154,1877,18844,1325,1286,49768,34927,7142,5082,1666,766,345,904,2733,1029,1798,23,3974,1290,152,2022,1078,380
国军,288788,4273,1157,976,23254,6480,19275,21109,18470,26403,1241,12076,13554,8988,600,6186,8375,32060,10052,19431,5782,4600,274,3317,15384,8702,7633,35,3319,6816,1587,2762,2754,682
清华,131336,161497,1703,901,8571,3793,3867,7498,5260,7862,982,7434,2986,8105,15606,28391,22902,20601,21475,27970,17437,7434,953,8761,43969,4681,4495,36,4452,1858,290,580,1400,585
翠华,3793,288640,2226,1716,12198,734,3713,10710,3734,6986,2594,40248,1919,32498,3346,5081,26651,7833,23295,13773,10155,6847,250,3199,57268,1532,8902,27,2682,475,102,153,1121,465
秀平,29508,261930,4219,2682,39511,21745,6047,7438,5706,7970,669,22439,5363,13583,9339,5070,32637,27264,9369,6701,15780,12719,1008,3871,9695,5214,3028,12,6724,3473,315,742,810,295
航,246455,44212,5063,1920,12995,3599,2939,17489,15259,11062,1441,12169,7559,8929,8125,6673,13834,32335,22033,10055,6496,4921,678,15568,22675,13497,10182,67,19145,1762,174,752,968,338
秀,28462,262203,1365,865,13092,7273,9649,7774,3922,5295,938,18913,3260,20263,6657,6639,17169,18444,19256,10606,14424,12429,1247,8370,33226,15008,11471,253,5699,5855,2932,1568,1405,462
玉明,232360,57500,5014,4818,19456,11381,9940,11904,6970,9443,4165,22784,7794,11739,6733,5670,23730,15254,7526,7921,13443,11260,898,5915,25150,7403,11459,16,7191,8516,1327,2370,2147,523
文明,273240,15940,2808,2399,15993,9915,7442,7616,5360,7632,3372,20313,7736,16237,7133,12216,18433,25813,11393,17302,6668,6870,1946,9857,20528,9410,18944,28,4494,5675,1613,1647,1902,485
金,194445,94644,3568,2578,18689,6908,11302,12222,9564,14630,1752,13294,4307,9737,5225,11294,10050,14856,16250,15637,20948,11694,2196,4531,18965,10452,18037,7307,5347,3745,891,1684,1132,289
哲,222687,66042,5228,3555,27146,8842,8382,25458,18721,12592,2513,8369,8827,9021,1886,3651,26573,34682,16116,14391,7101,2706,1139,1272,3118,1134,2502,66,25649,3768,402,1013,2325,604
金平,147759,140463,3281,2064,27221,12591,4583,6398,6356,8621,1146,15565,5617,15533,4678,18827,19150,30213,23050,19047,8064,4217,607,4196,9607,7092,9776,16,7571,9084,378,2039,1148,486
庆华,171139,116712,3289,3096,14775,3861,4807,13907,8573,16720,3801,20362,5621,17928,5645,12864,36719,17894,15042,14816,13325,10945,688,7089,14198,6229,7497,28,3951,1373,401,554,1386,481
国珍,43525,242527,2008,2318,11041,5836,6692,9035,7035,10327,5818,18660,8173,13893,5157,12914,4708,16035,20246,9036,10813,6782,672,13032,39089,25184,13759,12,2580,3943,966,855,997,429
光辉,264886,20916,1832,977,11285,3135,1939,5587,4319,4710,1883,7630,6777,16680,6002,11602,15807,46562,13080,32032,11567,6711,1183,10080,26543,14693,10457,31,6147,2596,489,583,2047,836
翠平,3561,281983,1962,956,27047,24517,6139,4879,2713,4693,645,39955,1008,38529,1296,1990,31238,43569,14778,5041,7302,3929,208,3547,8573,1623,2647,7,6843,1318,85,393,723,387
花,3153,281285,441,271,11564,9328,24131,1915,5809,2717,2103,12817,5289,11030,5897,6337,16545,55300,7470,16353,10259,4540,6394,3081,7668,8215,13511,179,10013,9041,5288,7156,3112,682
晓明,217538,66301,4431,2045,18294,9136,8467,22430,14725,18993,4794,18368,11036,10111,6640,9303,19279,13696,10223,10184,21119,5932,655,3292,11722,2144,5354,53,7309,5398,1390,1906,2450,395
欢欢,55688,228111,475,786,26099,7359,3378,3912,3508,10260,1430,15706,7751,25581,2571,10390,12980,63778,19915,6000,4347,2392,767,4273,9377,12044,1784,9,17892,6900,57,415,1151,495
建忠,281325,2065,4274,2858,21515,23293,11120,3128,2028,2907,9827,36271,18950,3617,12247,6841,13262,11958,5786,8913,11590,6822,773,3180,15543,3390,9740,24,10985,10874,1163,5013,4497,1001
桂琴,455,281918,6226,4598,16247,5246,23149,46666,26171,48696,1920,14836,5690,6726,1773,3422,6409,13351,4303,841,2705,1814,815,875,6980,3492,2205,6,12550,9286,892,3476,1886,419
晓霞,900,280986,2461,1243,14799,24390,10421,13164,6362,9938,2172,11457,11625,7398,6022,7096,18719,14548,9210,5855,30003,5736,909,6188,15796,3759,3473,42,9262,20392,1765,4300,2839,542
德明,269340,12399,3158,2510,6994,4235,3717,8102,4450,6504,9122,18966,8054,11867,5873,7483,14178,10707,14130,16673,12120,9034,1427,18230,45388,13701,11713,32,5245,3295,1079,659,1511,466
薇,2830,278558,9838,4350,16038,5319,4917,15930,8389,11498,7445,21123,8913,13633,5843,13021,12657,9899,16616,17325,8966,6739,1352,6356,19151,7560,8924,67,9350,3342,530,2877,2866,629
玉龙,273203,7811,3053,2711,22465,11327,11636,10886,8175,14735,3643,20485,4285,25388,2211,4991,21563,27963,8838,9028,3825,4706,438,2934,11062,6376,7966,45,7919,12830,2269,3249,3194,816
美,23888,256999,763,1272,11343,4358,8761,9344,2426,2598,2110,21062,4249,17314,5093,6390,27906,14271,7561,14459,13843,9763,2571,6722,21392,33761,16328,8445,3379,1221,1176,266,657,188
小花,2402,277998,332,138,16868,11691,2755,207,308,400,845,9351,21912,8573,6993,28099,7154,25223,4913,24112,17640,11611,4510,4373,8491,11294,12637,13,9822,17434,1405,8304,1151,368
美丽,1796,277867,2294,2086,14742,14292,16512,6300,3585,6729,6228,8405,24365,11670,18486,7477,22407,22969,4636,25261,8063,14389,1134,632,2058,2890,9624,11,19315,1529,157,414,711,292
茜,6620,272828,6532,4689,13120,8909,2619,9350,3092,3666,3004,19908,7136,9415,3850,11641,15260,14897,21462,18506,5775,6258,1204,12613,34759,8140,9046,122,15949,4198,755,1324,1791,431
学英,7880,271464,2346,3730,9144,2615,2605,4775,2733,4525,1091,23358,1812,28700,1065,3223,38267,17412,14604,4864,2764,2326,604,9112,43050,16650,23628,31,2592,5020,1132,3455,1557,554
兴,245383,32722,4146,2701,20233,7565,4924,11279,5375,7245,2222,14111,4688,9222,6500,7964,9265,13001,12482,16079,16090,8300,2253,9827,25911,18303,15570,39,12681,5607,706,2369,1151,296
艳霞,307,277730,4624,3350,30476,13646,12199,16381,14987,21425,433,3487,1509,3060,1461,4063,20809,49434,17540,10246,9673,4191,332,1325,3809,1828,2402,21,9161,11614,458,1407,2225,461
国荣,183358,93994,2383,2307,12138,6034,8727,9682,6282,10166,7642,17979,17206,12658,10093,14713,8872,19504,11504,12718,20632,8486,1252,5296,15266,9288,12794,17,3840,5937,775,1306,1439,416
永生,273751,3509,4959,3097,21525,11302,10854,13407,10097,14613,3668,19561,7344,13018,7145,6821,16088,26975,5849,6552,11845,8004,989,5171,12124,3877,12414,20,6281,8077,1518,1496,1964,605
德英,11389,265830,1685,1431,3731,1148,1385,5887,3641,5295,1959,22598,2492,26893,3943,4386,32430,11012,23199,8612,6373,10681,948,18955,37108,23632,10288,16,3586,1311,715,621,1060,415
勤,85735,191422,2703,1405,8314,3294,3377,4193,3956,5435,9500,27106,8434,39125,4174,8677,6005,34534,16584,11221,6839,7185,748,9095,32223,6642,4904,73,3518,4299,335,1362,1964,659
群英,7222,269928,657,242,5223,1050,376,774,359,708,1620,6550,10670,6017,5497,14112,2495,12975,16418,33423,50164,22937,869,8505,57857,7360,1980,48,5868,445,143,115,1144,549
金香,6421,270588,2335,3313,16481,9440,4786,6949,6220,8497,978,6615,18318,9867,9726,38241,21064,9858,24987,29387,4685,5569,2131,3021,5085,7204,7556,5,2955,8157,711,1464,1058,346
志国,273421,2052,4300,4228,41332,11063,16343,17472,18298,29534,1395,11718,3250,10007,1625,3140,17108,22834,11709,10660,3123,2969,316,3244,11805,4454,5077,22,2083,2400,275,1795,1643,460
凤琴,797,273440,7021,4665,14443,4089,17572,32976,18768,34154,3393,12791,5620,11541,3232,4261,5123,19911,11383,1273,5196,3662,166,1837,5830,5131,3033,20,20718,8767,396,5215,1568,470
雄,265150,9050,1378,506,5323,5740,5635,959,670,341,3596,5505,4467,2294,11649,9861,307,1839,37199,37501,16001,14191,8150,7575,30298,20629,21885,125,10098,7009,1088,1285,940,235
兴华,204419,67773,1978,1392,10733,4319,3509,10486,5168,8369,2603,18507,6632,12298,2804,7345,19764,9073,13265,11186,6839,5021,604,17192,40356,19512,19478,27,6671,3999,328,1421,968,345
旭东,264363,7176,3821,2358,17807,16447,11376,14679,7924,10820,4265,16718,15752,15267,4311,4245,13393,16869,10580,9053,8431,2029,262,4626,18497,5545,5110,54,11465,12380,797,3057,2886,715
小凤,2959,268278,732,272,7280,3878,2125,877,791,1079,2128,20771,16598,17322,9426,18588,4789,12866,10549,23436,21488,25679,1656,10485,23430,10754,8680,24,7706,5658,154,1189,600,227
瑜,79331,191303,3021,2076,9912,11547,2976,9624,4684,4736,7409,18598,13584,9778,6298,10041,17044,11950,12992,11101,14106,10237,2823,15550,19486,6578,7352,64,16724,5525,711,1532,2111,531
巧云,1582,268591,563,474,12817,8801,4083,2140,611,2217,3596,41616,7621,24260,7075,4214,23377,47693,20773,20086,8647,2803,248,955,4351,2058,1325,8,12094,2956,216,773,1166,578
森,254924,14649,5466,3688,21491,8980,5531,13239,6578,9254,1446,13432,4435,13658,4374,3522,21518,40368,7528,5828,14940,10613,1876,6874,14864,4384,4242,323,13064,3245,858,1242,1790,479
桂莲,516,267231,2080,1066,14389,12646,11194,12401,6756,9523,1291,5426,5103,7977,3959,15469,26460,22330,12336,15896,14628,15256,1880,869,8973,1861,6427,13,12775,8946,4042,2835,2198,742
云龙,265909,1831,3346,2468,18931,8783,9812,16159,15909,23819,4190,18504,10105,18302,2745,6772,17907,25289,6023,6385,4302,3861,436,3192,10143,4391,13868,24,6235,2643,425,744,1491,533
猛,262030,5166,3927,2822,28299,2364,6384,18984,8081,8030,506,26384,1035,28273,874,3427,27638,31825,13609,7221,2424,5022,312,3974,9499,9666,8903,20,5596,713,110,215,728,331
宏伟,234768,32082,5186,3310,22047,17283,13607,27773,12404,21161,2615,12009,7054,10765,3486,4577,14213,21512,7950,9386,5484,3306,600,3775,6027,1928,4631,33,10537,8700,707,1559,2546,679
苗苗,9174,257546,1270,843,21147,14024,2929,6118,4497,5469,397,15125,8739,32331,954,4961,26812,48532,10371,3951,2334,1441,517,1476,4066,767,472,7,28809,14712,97,2038,1098,426
妍,853,265822,8941,8532,15133,5656,6209,24902,11186,14510,4309,25521,6492,12204,4956,7900,16831,14466,8057,11324,9627,4336,928,4034,7140,2831,3673,46,17220,4406,667,1321,1500,396
海艳,7238,258897,2104,1923,19267,6134,13199,19583,17805,27803,295,21038,1120,11005,533,4209,7553,15636,12343,22543,2266,7021,598,3415,12012,7580,9103,6,13081,3876,534,1369,999,182
兰香,2288,263688,2403,1433,16719,7938,3220,4399,3099,4743,1530,13665,12115,5958,8966,30451,29887,13660,15701,23086,17227,9208,2860,2115,4887,3417,5834,8,2805,13834,989,1695,1595,529
芹,6062,259758,682,994,9051,1060,1816,3876,5253,12093,1359,63511,1766,41112,1184,2773,40747,12554,15642,4424,3303,1692,335,3291,17197,7094,5420,20,3808,1114,153,681,1355,460
晓华,72946,192729,2634,1214,12749,7391,8704,12925,9967,14218,4623,16150,12326,7169,5532,10496,15749,15012,11160,10919,24178,5674,503,6795,29481,2270,4240,66,6710,2870,450,958,2052,490
风英,749,264339,210,600,25651,19733,12693,2658,2406,2264,324,19852,1017,5625,2100,11448,46446,47553,6904,3214,2035,678,417,230,688,316,1492,11,11683,20470,3639,8367,5505,1555
玉娥,543,264260,1913,1606,24595,20552,8897,9650,2857,4267,1142,9190,7258,6785,2645,3723,33347,39174,15935,20822,6505,5686,2182,1102,2496,2111,2330,11,18967,6642,335,890,1431,487
海洋,242195,21702,2767,1445,17072,3487,6307,12324,12793,18203,578,22086,3956,18548,1934,5149,22054,47385,8999,9188,6103,3987,404,5222,12619,4235,1701,18,8058,2744,272,2088,1351,426
立,203978,59657,6127,3640,14861,3936,4558,13096,10028,10377,4742,14852,9744,9757,4287,5613,11616,16977,21194,22008,9223,5213,1255,9389,18589,7183,5115,74,13459,2932,417,1761,1281,325
珊,12246,250975,5977,3324,14489,4317,2123,6497,4722,8391,1312,10816,5802,9565,6719,16190,13845,9930,26840,24420,13157,7764,1645,5745,24939,12000,5284,48,10701,3055,382,1039,1816,446
双,88283,174915,2142,2544,15472,1094,4353,22602,16407,21487,749,10949,3438,10825,2123,4668,14542,25830,24249,23572,3743,4394,490,8450,19791,7000,5022,17,4082,903,100,906,905,349
震,251926,11223,6105,5731,16269,7212,5169,18495,5339,9366,3909,21617,6150,22212,3589,5876,37429,31504,10429,7986,3327,3002,695,2082,5846,2698,2636,32,11087,3640,430,1191,1616,496
小艳,3268,259723,602,329,10633,7425,3821,2219,1897,2002,210,9635,2271,10217,1510,12778,3462,17833,17779,37411,4494,13604,1016,7124,29366,15183,5188,18,30119,10309,333,2660,1297,246
虹,20724,242045,6443,5504,6830,7883,5267,16355,6306,9415,8837,18264,13023,11622,8095,11293,11011,7082,13029,11965,10684,5606,2984,7331,25400,5968,7879,90,8284,4987,800,1551,2653,556
菲,24098,238650,6781,3655,14482,7455,4000,10086,4843,6493,4816,21204,8579,12858,3469,11819,28064,17211,16888,11892,6657,6249,1849,4075,13635,6000,5898,40,14951,4377,377,1448,2091,553
菊,2721,259760,1169,888,5412,2072,1145,7411,1699,2065,2864,25482,3333,23487,2670,2098,11267,19725,18903,7290,7545,6300,3605,10178,32271,34584,17742,42,4580,2923,1267,1029,1054,381
丽梅,110,261304,1629,1340,14484,6334,8427,16897,15156,21054,736,4343,4417,5421,17558,8578,9944,4542,3444,8884,29771,24301,4885,929,10854,3714,23689,27,1938,5031,382,1248,1243,215
盼盼,43068,217246,471,660,22507,7525,1215,3368,3660,5607,168,16347,5042,32030,399,3797,31470,79049,10944,2338,824,1301,168,411,1250,2649,346,7,14897,9300,120,1059,907,517
少华,174269,85481,2063,1523,17762,6631,3628,4371,2917,4954,2453,8385,10617,13315,10756,12800,12916,21836,23444,17649,34573,10106,1535,3030,9907,4885,2797,18,8544,2636,257,2111,1137,348
永平,202165,57502,2278,1523,11024,16913,12551,6076,3823,5351,3678,18135,8827,10872,3805,8806,12299,12157,8545,7603,8637,4876,1134,10022,19850,9324,18113,32,13425,14760,1539,2040,1216,433
雪英,780,258738,1062,300,7207,4296,1139,1178,908,1461,6528,20608,21810,8675,19549,22941,8449,14871,3206,23819,41765,21202,1570,1181,13190,784,1116,13,5584,3245,408,206,985,306
睿,153148,106005,5903,4273,5697,8794,5288,9958,6497,10027,2965,19072,7022,16166,3539,9471,18105,9257,12564,12044,10706,3470,895,10144,21693,8070,11683,120,9119,9017,1453,2301,3156,684
娜娜,623,258484,698,1320,22172,11676,5042,2386,2282,4759,137,9264,2009,32841,2241,3475,39109,51669,5909,2756,1868,973,326,2158,4342,7639,791,14,21006,15813,343,1460,1203,393
淑霞,94,258605,7035,5154,24801,3742,17137,22675,27627,53662,281,1929,1198,2441,6029,1559,21602,14243,1129,1054,7768,474,753,291,3155,492,149,16,9938,11971,432,7715,1801,446
红军,239146,19091,2634,1259,16583,8499,4186,9838,5339,7602,1214,19124,5644,9085,429,2335,15397,53609,13720,18385,1254,1584,111,5559,17096,3730,5037,42,16730,5851,466,2025,2813,1057
秀红,7455,250729,4356,3007,23730,10484,5829,11851,7070,11651,3126,22576,7605,9603,6100,4492,34562,18063,7343,4815,19440,13408,725,1887,6776,2450,2833,18,2948,6263,573,2385,1845,370
凤霞,391,257512,7399,5038,22686,2032,17126,24776,18779,32622,876,8195,1121,11581,1222,1846,24894,25125,9656,2620,8533,1851,328,2021,5558,2831,555,23,6658,5240,222,4835,1271,383
金玲,8216,249078,4358,5389,22854,5045,8600,17770,14850,25654,961,9913,3256,12129,1996,3668,24959,29525,7654,5926,15525,14002,1279,1060,1023,993,2847,14,8596,3169,416,1318,2009,536
美荣,9157,247840,2702,1466,12742,8256,11838,6702,2727,6100,635,15639,2211,25689,2978,11178,36485,54200,6616,6620,5706,18556,1222,519,949,1242,4875,9,6201,594,141,264,1250,685
文斌,250301,6408,2288,1616,7884,17449,7784,9101,4724,8314,4700,12007,11573,10458,9675,16177,9110,10715,11961,22187,11034,6821,798,3255,11978,3879,8681,37,13216,12599,1671,2147,2303,567
翠,2265,254372,1411,1102,15833,4898,3494,7819,4560,5375,510,15932,2556,24854,1020,5951,26599,33308,21200,8281,7336,6584,1538,5217,14931,7765,12665,14,9681,3584,196,656,1317,426
爱兰,569,254789,734,430,5175,16444,4533,785,1256,1924,765,15823,14250,13547,8831,23177,37813,29617,7606,22682,11764,14215,5830,77,380,763,912,6,6315,7595,145,454,1206,557
越,127527,127605,6220,4151,15670,11453,9554,18331,11816,14237,4963,20665,8511,13524,3713,7849,19453,12843,9417,5446,8906,3684,840,6684,13621,3172,3208,34,7692,4007,493,2303,2145,527
萌,61906,193225,13231,7176,26138,7562,5289,11445,7385,11606,1886,12185,3007,9225,1090,6112,31398,27351,14686,6274,2068,1453,321,2843,7959,1677,3909,42,25404,3023,377,1258,1465,526
晓梅,477,254223,3018,1577,11047,6465,7256,12323,8737,12433,1487,14484,3825,17264,5991,6857,19120,9635,8710,6372,11056,5227,687,7123,25038,4232,11944,85,10590,10218,1998,5093,4175,632
永明,241581,12031,2588,1926,9322,11185,8433,6416,3666,5489,8960,21953,15781,8234,4647,6234,12059,10908,6460,5560,10455,7668,1521,12481,22184,9601,20185,16,6356,8253,2016,1235,1350,459
学文,231308,21982,3126,3689,12304,7805,5536,8465,5803,9000,1332,10741,3150,12687,2237,8056,17050,16825,12982,19318,10205,3888,1339,6137,26305,8684,16309,27,4956,7698,1025,4392,1809,410
中华,200671,52442,1144,735,9655,4362,3225,6480,5993,5862,1700,18413,5369,14714,1733,11521,18769,32664,18248,23720,3952,3003,316,13453,28947,6856,4976,36,2736,1736,211,697,1332,555
爱民,176913,74159,4714,2445,26932,8094,4591,7288,3498,5987,2918,18943,5201,11870,3170,11849,29892,32251,13693,22833,4545,3697,1026,1667,6775,1305,1616,29,5610,4831,412,596,1914,880
小霞,1151,249800,718,236,11254,10955,4042,984,724,1074,237,8663,4515,10415,6170,12187,9897,36611,11853,7466,22325,6975,2720,6136,11499,6263,408,30,14942,34627,525,4993,1153,354
朋,231691,19187,2346,1827,27098,3551,2663,13821,6775,8561,204,11344,1096,22469,351,3933,31636,32774,15859,8566,2682,2978,364,5826,14650,7534,4354,20,13115,1330,465,845,478,190
瑞英,3721,245900,2957,1834,25852,6641,6270,2815,1918,3299,3044,16072,5133,8816,17812,6680,39857,19468,2921,8694,32064,14502,1912,1954,5286,1643,2205,11,2507,4661,226,578,1513,476
春荣,69662,179728,4994,3354,17384,3477,6037,20807,12988,20350,2293,13834,4661,9585,4439,9019,29675,23759,8722,4299,6988,10279,3004,980,3222,2245,8755,13,5826,1626,211,383,1007,421
畅,103042,145541,7893,5906,20372,3554,6075,24902,15213,16054,1848,15849,4598,14595,1701,3080,12773,18351,21182,18275,6263,1954,852,5939,9349,3623,3080,45,2226,815,190,582,1119,325
